Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,06/05/2014 02:00:00 PM,19.2,2.11,1.461,0.149,3,11.4,06/05/2014 2:00 PM,CalumetBeach201406051400
Montrose Beach,06/05/2014 02:00:00 PM,17.5,1.84,1.352,0.194,2,11.5,06/05/2014 2:00 PM,MontroseBeach201406051400
Ohio Street Beach,06/05/2014 12:00:00 PM,16.9,1.6,1.78,0.159,3,12.8,06/05/2014 12:00 PM,OhioStreetBeach201406051200
Calumet Beach,06/05/2014 03:00:00 PM,19.5,2.03,1.36,0.138,3,11.4,06/05/2014 3:00 PM,CalumetBeach201406051500
Montrose Beach,06/05/2014 03:00:00 PM,17.9,1.72,1.339,0.177,3,11.5,06/05/2014 3:00 PM,MontroseBeach201406051500
Calumet Beach,06/05/2014 04:00:00 PM,19.6,1.87,1.324,0.131,3,11.4,06/05/2014 4:00 PM,CalumetBeach201406051600
Montrose Beach,06/05/2014 04:00:00 PM,19.3,1.76,1.36,0.175,3,11.5,06/05/2014 4:00 PM,MontroseBeach201406051600
Calumet Beach,06/05/2014 05:00:00 PM,19.7,1.81,1.414,0.129,2,11.4,06/05/2014 5:00 PM,CalumetBeach201406051700
Montrose Beach,06/05/2014 05:00:00 PM,19.7,1.84,1.386,0.167,3,11.5,06/05/2014 5:00 PM,MontroseBeach201406051700
Calumet Beach,06/05/2014 06:00:00 PM,19.6,1.77,1.485,0.126,3,11.4,06/05/2014 6:00 PM,CalumetBeach201406051800
Montrose Beach,06/05/2014 06:00:00 PM,20,3.03,1.406,0.159,3,11.5,06/05/2014 6:00 PM,MontroseBeach201406051800
Calumet Beach,06/05/2014 07:00:00 PM,19.5,1.69,1.433,0.142,3,11.4,06/05/2014 7:00 PM,CalumetBeach201406051900
Montrose Beach,06/05/2014 07:00:00 PM,19.5,2.8,1.37,0.17,3,11.5,06/05/2014 7:00 PM,MontroseBeach201406051900
Calumet Beach,06/05/2014 08:00:00 PM,19.4,1.66,1.442,0.127,3,11.4,06/05/2014 8:00 PM,CalumetBeach201406052000
Montrose Beach,06/05/2014 08:00:00 PM,18.9,2.36,1.383,0.163,3,11.5,06/05/2014 8:00 PM,MontroseBeach201406052000
Calumet Beach,06/05/2014 09:00:00 PM,19.3,1.86,1.501,0.126,3,11.4,06/05/2014 9:00 PM,CalumetBeach201406052100
Montrose Beach,06/05/2014 09:00:00 PM,19.1,2.57,1.355,0.137,3,11.5,06/05/2014 9:00 PM,MontroseBeach201406052100
Calumet Beach,06/05/2014 10:00:00 PM,19.6,1.86,1.442,0.118,3,11.4,06/05/2014 10:00 PM,CalumetBeach201406052200
Montrose Beach,06/05/2014 10:00:00 PM,18.9,1.93,1.37,0.134,3,11.5,06/05/2014 10:00 PM,MontroseBeach201406052200
Calumet Beach,06/05/2014 11:00:00 PM,19.5,1.88,1.356,0.119,3,11.4,06/05/2014 11:00 PM,CalumetBeach201406052300
Montrose Beach,06/05/2014 11:00:00 PM,18,1.97,1.292,0.122,2,11.5,06/05/2014 11:00 PM,MontroseBeach201406052300
Calumet Beach,06/06/2014 12:00:00 AM,19.3,1.78,1.39,0.123,3,11.4,06/06/2014 12:00 AM,CalumetBeach201406062400
Montrose Beach,06/06/2014 12:00:00 AM,17.6,1.54,1.345,0.118,8,11.5,06/06/2014 12:00 AM,MontroseBeach201406062400
Calumet Beach,06/06/2014 02:00:00 AM,18.9,1.68,1.397,0.101,3,11.4,06/06/2014 2:00 AM,CalumetBeach201406060200
Calumet Beach,06/06/2014 01:00:00 AM,19,1.61,1.327,0.113,2,11.4,06/06/2014 1:00 AM,CalumetBeach201406060100
Montrose Beach,06/06/2014 01:00:00 AM,17.5,1.43,1.273,0.119,4,11.5,06/06/2014 1:00 AM,MontroseBeach201406060100
Montrose Beach,06/06/2014 02:00:00 AM,17.3,1.27,1.327,0.125,6,11.5,06/06/2014 2:00 AM,MontroseBeach201406060200
Calumet Beach,06/06/2014 03:00:00 AM,18.7,1.61,1.458,0.094,3,11.4,06/06/2014 3:00 AM,CalumetBeach201406060300
Montrose Beach,06/06/2014 03:00:00 AM,16.9,1.03,1.398,0.103,5,11.5,06/06/2014 3:00 AM,MontroseBeach201406060300
Calumet Beach,06/06/2014 04:00:00 AM,18.5,1.49,1.436,0.089,2,11.4,06/06/2014 4:00 AM,CalumetBeach201406060400
Montrose Beach,06/06/2014 04:00:00 AM,16.8,1.11,1.407,0.104,3,11.5,06/06/2014 4:00 AM,MontroseBeach201406060400
Calumet Beach,06/06/2014 05:00:00 AM,18.4,1.51,1.463,0.086,3,11.4,06/06/2014 5:00 AM,CalumetBeach201406060500
Montrose Beach,06/06/2014 05:00:00 AM,16.7,1.04,1.387,0.094,4,11.5,06/06/2014 5:00 AM,MontroseBeach201406060500
Calumet Beach,06/06/2014 06:00:00 AM,18.3,1.43,1.399,0.091,2,11.4,06/06/2014 6:00 AM,CalumetBeach201406060600
Montrose Beach,06/06/2014 06:00:00 AM,16.7,0.96,1.371,0.092,2,11.5,06/06/2014 6:00 AM,MontroseBeach201406060600
Calumet Beach,06/06/2014 07:00:00 AM,18.4,1.45,1.368,0.078,3,11.4,06/06/2014 7:00 AM,CalumetBeach201406060700
Montrose Beach,06/06/2014 07:00:00 AM,16.7,0.97,1.345,0.088,4,11.5,06/06/2014 7:00 AM,MontroseBeach201406060700
Calumet Beach,06/06/2014 08:00:00 AM,18.5,1.39,1.414,0.075,3,11.3,06/06/2014 8:00 AM,CalumetBeach201406060800
Montrose Beach,06/06/2014 08:00:00 AM,16.8,0.91,1.371,0.081,2,11.5,06/06/2014 8:00 AM,MontroseBeach201406060800
Calumet Beach,06/06/2014 09:00:00 AM,18.7,1.25,1.381,0.084,2,11.4,06/06/2014 9:00 AM,CalumetBeach201406060900
Montrose Beach,06/06/2014 09:00:00 AM,16.9,0.79,1.409,0.091,3,11.5,06/06/2014 9:00 AM,MontroseBeach201406060900
Calumet Beach,06/06/2014 10:00:00 AM,18.9,1.29,1.443,0.081,5,11.4,06/06/2014 10:00 AM,CalumetBeach201406061000
Montrose Beach,06/06/2014 10:00:00 AM,17.1,0.67,1.368,0.087,4,11.5,06/06/2014 10:00 AM,MontroseBeach201406061000
Calumet Beach,06/06/2014 11:00:00 AM,19.2,1.24,1.429,0.072,2,11.3,06/06/2014 11:00 AM,CalumetBeach201406061100
Montrose Beach,06/06/2014 11:00:00 AM,17.4,0.62,1.35,0.097,3,11.5,06/06/2014 11:00 AM,MontroseBeach201406061100
Calumet Beach,06/06/2014 12:00:00 PM,19.6,1.21,1.422,0.08,3,11.3,06/06/2014 12:00 PM,CalumetBeach201406061200
Montrose Beach,06/06/2014 12:00:00 PM,17.6,0.65,1.387,0.124,6,11.5,06/06/2014 12:00 PM,MontroseBeach201406061200
Calumet Beach,06/06/2014 01:00:00 PM,19.7,1.19,1.511,0.12,2,11.4,06/06/2014 1:00 PM,CalumetBeach201406061300
Montrose Beach,06/06/2014 01:00:00 PM,17.8,0.55,1.413,0.152,3,11.5,06/06/2014 1:00 PM,MontroseBeach201406061300
Calumet Beach,06/06/2014 02:00:00 PM,20.3,1.19,1.413,0.141,2,11.3,06/06/2014 2:00 PM,CalumetBeach201406061400
Montrose Beach,06/06/2014 02:00:00 PM,18,0.5,1.37,0.117,2,11.5,06/06/2014 2:00 PM,MontroseBeach201406061400
Calumet Beach,06/06/2014 03:00:00 PM,20.6,1.14,1.416,0.128,2,11.4,06/06/2014 3:00 PM,CalumetBeach201406061500
Montrose Beach,06/06/2014 03:00:00 PM,18.9,0.57,1.355,0.112,2,11.5,06/06/2014 3:00 PM,MontroseBeach201406061500
Calumet Beach,06/06/2014 04:00:00 PM,21,1.16,1.403,0.119,2,11.3,06/06/2014 4:00 PM,CalumetBeach201406061600
Montrose Beach,06/06/2014 04:00:00 PM,19.3,0.47,1.369,0.097,5,11.5,06/06/2014 4:00 PM,MontroseBeach201406061600
Ohio Street Beach,06/06/2014 02:00:00 PM,18.8,0.7,1.495,0.135,2,12.4,06/06/2014 2:00 PM,OhioStreetBeach201406061400
Calumet Beach,06/06/2014 05:00:00 PM,21,1.15,1.385,0.11,2,11.4,06/06/2014 5:00 PM,CalumetBeach201406061700
Montrose Beach,06/06/2014 05:00:00 PM,19.4,0.42,1.363,0.102,8,11.5,06/06/2014 5:00 PM,MontroseBeach201406061700
Ohio Street Beach,06/06/2014 05:00:00 PM,19.8,0.78,1.471,0.162,3,12.3,06/06/2014 5:00 PM,OhioStreetBeach201406061700
Calumet Beach,06/06/2014 06:00:00 PM,21,1.12,1.442,0.141,2,11.3,06/06/2014 6:00 PM,CalumetBeach201406061800
Montrose Beach,06/06/2014 06:00:00 PM,18.8,0.28,1.427,0.129,7,11.5,06/06/2014 6:00 PM,MontroseBeach201406061800
Ohio Street Beach,06/06/2014 06:00:00 PM,19.7,0.77,1.536,0.13,3,12.3,06/06/2014 6:00 PM,OhioStreetBeach201406061800
Calumet Beach,06/06/2014 07:00:00 PM,21.3,1.36,1.431,0.142,2,11.3,06/06/2014 7:00 PM,CalumetBeach201406061900
Montrose Beach,06/06/2014 07:00:00 PM,19.3,0.45,1.418,0.155,4,11.5,06/06/2014 7:00 PM,MontroseBeach201406061900
Ohio Street Beach,06/06/2014 07:00:00 PM,19.2,0.8,1.54,0.137,2,12.3,06/06/2014 7:00 PM,OhioStreetBeach201406061900
Calumet Beach,06/06/2014 08:00:00 PM,21.4,1.43,1.458,0.154,2,11.4,06/06/2014 8:00 PM,CalumetBeach201406062000
Montrose Beach,06/06/2014 08:00:00 PM,18.4,0.31,1.4,0.166,2,11.5,06/06/2014 8:00 PM,MontroseBeach201406062000
Ohio Street Beach,06/06/2014 08:00:00 PM,18.7,1.03,1.54,0.147,2,12.3,06/06/2014 8:00 PM,OhioStreetBeach201406062000
Calumet Beach,06/06/2014 09:00:00 PM,21.2,1.4,1.443,0.16,2,11.4,06/06/2014 9:00 PM,CalumetBeach201406062100
Montrose Beach,06/06/2014 09:00:00 PM,17.9,0.26,1.392,0.158,2,11.5,06/06/2014 9:00 PM,MontroseBeach201406062100
Ohio Street Beach,06/06/2014 09:00:00 PM,18.1,0.83,1.549,0.144,2,12.3,06/06/2014 9:00 PM,OhioStreetBeach201406062100
Calumet Beach,06/06/2014 10:00:00 PM,20.7,1.37,1.409,0.166,3,11.3,06/06/2014 10:00 PM,CalumetBeach201406062200
Montrose Beach,06/06/2014 10:00:00 PM,17.2,0.27,1.392,0.14,2,11.5,06/06/2014 10:00 PM,MontroseBeach201406062200
Ohio Street Beach,06/06/2014 10:00:00 PM,17.3,1,1.551,0.133,2,12.3,06/06/2014 10:00 PM,OhioStreetBeach201406062200
Calumet Beach,06/06/2014 11:00:00 PM,20.4,1.28,1.457,0.153,3,11.4,06/06/2014 11:00 PM,CalumetBeach201406062300
Montrose Beach,06/06/2014 11:00:00 PM,16.8,0.34,1.429,0.132,2,11.5,06/06/2014 11:00 PM,MontroseBeach201406062300
Ohio Street Beach,06/06/2014 11:00:00 PM,17.1,1.12,1.554,0.119,3,12.3,06/06/2014 11:00 PM,OhioStreetBeach201406062300
Calumet Beach,06/07/2014 12:00:00 AM,20.5,1.71,1.469,0.139,3,11.3,06/07/2014 12:00 AM,CalumetBeach201406072400
Montrose Beach,06/07/2014 12:00:00 AM,16.4,0.22,1.398,0.123,4,11.5,06/07/2014 12:00 AM,MontroseBeach201406072400
Ohio Street Beach,06/07/2014 12:00:00 AM,16.8,1.21,1.557,0.127,3,12.3,06/07/2014 12:00 AM,OhioStreetBeach201406072400
Calumet Beach,06/07/2014 01:00:00 AM,20.2,1.51,1.42,0.138,3,11.3,06/07/2014 1:00 AM,CalumetBeach201406070100
Montrose Beach,06/07/2014 01:00:00 AM,16.3,0.38,1.401,0.114,7,11.5,06/07/2014 1:00 AM,MontroseBeach201406070100
Ohio Street Beach,06/07/2014 01:00:00 AM,16.6,0.97,1.534,0.104,2,12.3,06/07/2014 1:00 AM,OhioStreetBeach201406070100
Calumet Beach,06/07/2014 02:00:00 AM,19.8,1.44,1.35,0.111,3,11.3,06/07/2014 2:00 AM,CalumetBeach201406070200
Montrose Beach,06/07/2014 02:00:00 AM,16.2,0.25,1.369,0.121,4,11.5,06/07/2014 2:00 AM,MontroseBeach201406070200
Ohio Street Beach,06/07/2014 02:00:00 AM,16.6,0.95,1.47,0.089,3,12.3,06/07/2014 2:00 AM,OhioStreetBeach201406070200
Calumet Beach,06/07/2014 03:00:00 AM,19.6,1.3,1.371,0.109,2,11.3,06/07/2014 3:00 AM,CalumetBeach201406070300
Montrose Beach,06/07/2014 03:00:00 AM,16.2,0.28,1.393,0.104,4,11.5,06/07/2014 3:00 AM,MontroseBeach201406070300
Ohio Street Beach,06/07/2014 03:00:00 AM,16.6,0.97,1.482,0.087,4,12.2,06/07/2014 3:00 AM,OhioStreetBeach201406070300
Calumet Beach,06/07/2014 01:00:00 PM,20.6,1.01,1.374,0.148,2,11.3,06/07/2014 1:00 PM,CalumetBeach201406071300
Montrose Beach,06/07/2014 01:00:00 PM,17,0.07,1.358,0.141,3,11.5,06/07/2014 1:00 PM,MontroseBeach201406071300
Ohio Street Beach,06/07/2014 01:00:00 PM,17.6,1.04,1.495,0.175,6,12.1,06/07/2014 1:00 PM,OhioStreetBeach201406071300
Calumet Beach,06/07/2014 04:00:00 AM,19.4,1.15,1.439,0.098,2,11.3,06/07/2014 4:00 AM,CalumetBeach201406070400
Montrose Beach,06/07/2014 04:00:00 AM,16.3,0.25,1.379,0.091,4,11.5,06/07/2014 4:00 AM,MontroseBeach201406070400
Ohio Street Beach,06/07/2014 04:00:00 AM,16.6,1.04,1.533,0.08,2,12.2,06/07/2014 4:00 AM,OhioStreetBeach201406070400
Calumet Beach,06/07/2014 09:00:00 AM,19.4,1.25,1.437,0.085,2,11.3,06/07/2014 9:00 AM,CalumetBeach201406070900
Montrose Beach,06/07/2014 09:00:00 AM,16.5,0.22,1.436,0.084,4,11.5,06/07/2014 9:00 AM,MontroseBeach201406070900
Ohio Street Beach,06/07/2014 09:00:00 AM,17,0.81,1.55,0.078,3,12.2,06/07/2014 9:00 AM,OhioStreetBeach201406070900
Calumet Beach,06/08/2014 06:00:00 PM,19.6,2.73,1.509,0.254,6,10.8,06/08/2014 6:00 PM,CalumetBeach201406081800
Montrose Beach,06/08/2014 06:00:00 PM,15.5,25.1,1.671,0.436,6,11.4,06/08/2014 6:00 PM,MontroseBeach201406081800
Ohio Street Beach,06/08/2014 06:00:00 PM,16.8,8.21,1.756,0.36,4,11.9,06/08/2014 6:00 PM,OhioStreetBeach201406081800
Calumet Beach,06/07/2014 05:00:00 AM,19.3,1.19,1.435,0.096,2,11.3,06/07/2014 5:00 AM,CalumetBeach201406070500
Montrose Beach,06/07/2014 05:00:00 AM,16.2,0.3,1.391,0.093,4,11.5,06/07/2014 5:00 AM,MontroseBeach201406070500
Ohio Street Beach,06/07/2014 05:00:00 AM,16.5,0.79,1.549,0.071,2,12.2,06/07/2014 5:00 AM,OhioStreetBeach201406070500
Calumet Beach,06/07/2014 06:00:00 AM,19.2,1.12,1.482,0.099,2,11.3,06/07/2014 6:00 AM,CalumetBeach201406070600
Montrose Beach,06/07/2014 06:00:00 AM,16.2,0.32,1.402,0.083,4,11.5,06/07/2014 6:00 AM,MontroseBeach201406070600
Ohio Street Beach,06/07/2014 06:00:00 AM,16.6,0.71,1.575,0.068,2,12.2,06/07/2014 6:00 AM,OhioStreetBeach201406070600
Calumet Beach,06/07/2014 07:00:00 AM,19.2,1,1.412,0.099,2,11.3,06/07/2014 7:00 AM,CalumetBeach201406070700
Montrose Beach,06/07/2014 07:00:00 AM,16.4,0.29,1.418,0.086,3,11.5,06/07/2014 7:00 AM,MontroseBeach201406070700
Ohio Street Beach,06/07/2014 07:00:00 AM,16.7,0.73,1.529,0.096,3,12.2,06/07/2014 7:00 AM,OhioStreetBeach201406070700
Calumet Beach,06/07/2014 08:00:00 AM,19.3,1.17,1.444,0.092,2,11.3,06/07/2014 8:00 AM,CalumetBeach201406070800
Montrose Beach,06/07/2014 08:00:00 AM,16.4,0.41,1.437,0.088,4,11.5,06/07/2014 8:00 AM,MontroseBeach201406070800
Ohio Street Beach,06/07/2014 08:00:00 AM,16.8,0.84,1.543,0.103,2,12.2,06/07/2014 8:00 AM,OhioStreetBeach201406070800
Calumet Beach,06/07/2014 10:00:00 AM,19.7,0.81,1.466,0.1,3,11.3,06/07/2014 10:00 AM,CalumetBeach201406071000
Montrose Beach,06/07/2014 10:00:00 AM,16.5,0.24,1.373,0.081,2,11.5,06/07/2014 10:00 AM,MontroseBeach201406071000
Ohio Street Beach,06/07/2014 10:00:00 AM,17.2,1.4,1.535,0.089,7,12.1,06/07/2014 10:00 AM,OhioStreetBeach201406071000
Calumet Beach,06/07/2014 11:00:00 AM,20.2,0.99,1.448,0.082,2,11.3,06/07/2014 11:00 AM,CalumetBeach201406071100
Montrose Beach,06/07/2014 11:00:00 AM,16.6,0.2,1.397,0.095,3,11.5,06/07/2014 11:00 AM,MontroseBeach201406071100
Ohio Street Beach,06/07/2014 11:00:00 AM,17.5,0.86,1.554,0.144,2,12.1,06/07/2014 11:00 AM,OhioStreetBeach201406071100
Calumet Beach,06/07/2014 02:00:00 PM,21.2,1.09,1.414,0.112,2,11.3,06/07/2014 2:00 PM,CalumetBeach201406071400
Montrose Beach,06/07/2014 02:00:00 PM,16.6,0.13,1.393,0.117,6,11.5,06/07/2014 2:00 PM,MontroseBeach201406071400
Ohio Street Beach,06/07/2014 02:00:00 PM,18.1,1.13,1.53,0.178,3,12.1,06/07/2014 2:00 PM,OhioStreetBeach201406071400
Calumet Beach,06/07/2014 12:00:00 PM,20.5,1.01,1.389,0.108,2,11.3,06/07/2014 12:00 PM,CalumetBeach201406071200
Montrose Beach,06/07/2014 12:00:00 PM,16.8,0.12,1.374,0.12,3,11.5,06/07/2014 12:00 PM,MontroseBeach201406071200
Ohio Street Beach,06/07/2014 12:00:00 PM,17.7,1.13,1.53,0.121,3,12.1,06/07/2014 12:00 PM,OhioStreetBeach201406071200
Calumet Beach,06/07/2014 04:00:00 PM,21.2,1.07,1.379,0.13,2,11.3,06/07/2014 4:00 PM,CalumetBeach201406071600
Montrose Beach,06/07/2014 04:00:00 PM,16.8,0.18,1.333,0.144,5,11.5,06/07/2014 4:00 PM,MontroseBeach201406071600
Ohio Street Beach,06/07/2014 04:00:00 PM,18.4,0.86,1.503,0.166,2,12.1,06/07/2014 4:00 PM,OhioStreetBeach201406071600
Calumet Beach,06/07/2014 03:00:00 PM,21.5,1.1,1.429,0.171,2,11.3,06/07/2014 3:00 PM,CalumetBeach201406071500
Montrose Beach,06/07/2014 03:00:00 PM,16.8,0.16,1.33,0.121,2,11.5,06/07/2014 3:00 PM,MontroseBeach201406071500
Ohio Street Beach,06/07/2014 03:00:00 PM,18.4,1.15,1.534,0.169,3,12.1,06/07/2014 3:00 PM,OhioStreetBeach201406071500
Calumet Beach,06/08/2014 01:00:00 AM,20.1,1.44,1.513,0.19,3,11.3,06/08/2014 1:00 AM,CalumetBeach201406080100
Montrose Beach,06/08/2014 01:00:00 AM,16.9,1.48,1.406,0.344,3,11.4,06/08/2014 1:00 AM,MontroseBeach201406080100
Ohio Street Beach,06/08/2014 01:00:00 AM,17.4,0.85,1.49,0.211,3,12,06/08/2014 1:00 AM,OhioStreetBeach201406080100
Calumet Beach,06/07/2014 05:00:00 PM,21.1,1.01,1.379,0.197,2,11.3,06/07/2014 5:00 PM,CalumetBeach201406071700
Montrose Beach,06/07/2014 05:00:00 PM,16.5,0.28,1.371,0.162,4,11.5,06/07/2014 5:00 PM,MontroseBeach201406071700
Ohio Street Beach,06/07/2014 05:00:00 PM,18.5,0.77,1.523,0.174,2,12.1,06/07/2014 5:00 PM,OhioStreetBeach201406071700
Calumet Beach,06/07/2014 06:00:00 PM,21.1,1.2,1.368,0.135,2,11.3,06/07/2014 6:00 PM,CalumetBeach201406071800
Montrose Beach,06/07/2014 06:00:00 PM,17.1,0.33,1.358,0.177,7,11.5,06/07/2014 6:00 PM,MontroseBeach201406071800
Ohio Street Beach,06/07/2014 06:00:00 PM,18.3,1.08,1.523,0.167,2,12.1,06/07/2014 6:00 PM,OhioStreetBeach201406071800
Calumet Beach,06/07/2014 07:00:00 PM,21.2,1.43,1.408,0.172,2,11.3,06/07/2014 7:00 PM,CalumetBeach201406071900
Montrose Beach,06/07/2014 07:00:00 PM,17.3,0.33,1.333,0.185,2,11.5,06/07/2014 7:00 PM,MontroseBeach201406071900
Ohio Street Beach,06/07/2014 07:00:00 PM,18.3,1.14,1.476,0.145,2,12.1,06/07/2014 7:00 PM,OhioStreetBeach201406071900
Calumet Beach,06/07/2014 08:00:00 PM,21.5,1.81,1.389,0.184,2,11.3,06/07/2014 8:00 PM,CalumetBeach201406072000
Montrose Beach,06/07/2014 08:00:00 PM,18,0.65,1.384,0.222,3,11.5,06/07/2014 8:00 PM,MontroseBeach201406072000
Ohio Street Beach,06/07/2014 08:00:00 PM,18,0.99,1.516,0.149,2,12.1,06/07/2014 8:00 PM,OhioStreetBeach201406072000
Calumet Beach,06/07/2014 09:00:00 PM,20.8,1.96,1.398,0.215,3,11.3,06/07/2014 9:00 PM,CalumetBeach201406072100
Montrose Beach,06/07/2014 09:00:00 PM,17.7,0.51,1.381,0.222,2,11.5,06/07/2014 9:00 PM,MontroseBeach201406072100
Ohio Street Beach,06/07/2014 09:00:00 PM,17.8,0.92,1.495,0.158,3,12.1,06/07/2014 9:00 PM,OhioStreetBeach201406072100
Calumet Beach,06/07/2014 10:00:00 PM,20.4,1.74,1.415,0.206,3,11.3,06/07/2014 10:00 PM,CalumetBeach201406072200
Montrose Beach,06/07/2014 10:00:00 PM,17.1,0.32,1.425,0.233,3,11.5,06/07/2014 10:00 PM,MontroseBeach201406072200
Ohio Street Beach,06/07/2014 10:00:00 PM,17.7,0.83,1.562,0.153,3,12,06/07/2014 10:00 PM,OhioStreetBeach201406072200
Calumet Beach,06/07/2014 11:00:00 PM,20.6,2.19,1.439,0.187,3,11.3,06/07/2014 11:00 PM,CalumetBeach201406072300
Montrose Beach,06/07/2014 11:00:00 PM,16.9,0.45,1.458,0.243,3,11.5,06/07/2014 11:00 PM,MontroseBeach201406072300
Ohio Street Beach,06/07/2014 11:00:00 PM,17.6,0.8,1.585,0.16,3,12,06/07/2014 11:00 PM,OhioStreetBeach201406072300
Calumet Beach,06/08/2014 12:00:00 AM,20.8,2.08,1.475,0.186,3,11.3,06/08/2014 12:00 AM,CalumetBeach201406082400
Calumet Beach,06/08/2014 02:00:00 AM,20,1.3,1.478,0.217,4,11.3,06/08/2014 2:00 AM,CalumetBeach201406080200
Montrose Beach,06/08/2014 12:00:00 AM,17.2,1.49,1.414,0.294,3,11.4,06/08/2014 12:00 AM,MontroseBeach201406082400
Ohio Street Beach,06/08/2014 12:00:00 AM,17.5,0.9,1.56,0.158,3,12,06/08/2014 12:00 AM,OhioStreetBeach201406082400
Montrose Beach,06/08/2014 02:00:00 AM,16.6,2.17,1.415,0.352,4,11.4,06/08/2014 2:00 AM,MontroseBeach201406080200
Ohio Street Beach,06/08/2014 02:00:00 AM,17.3,2.3,1.538,0.28,4,12,06/08/2014 2:00 AM,OhioStreetBeach201406080200
Calumet Beach,06/08/2014 03:00:00 AM,20,1.67,1.443,0.228,4,11.3,06/08/2014 3:00 AM,CalumetBeach201406080300
Montrose Beach,06/08/2014 03:00:00 AM,16.6,2.13,1.418,0.326,3,11.4,06/08/2014 3:00 AM,MontroseBeach201406080300
Ohio Street Beach,06/08/2014 03:00:00 AM,17.1,3.03,1.556,0.26,4,12,06/08/2014 3:00 AM,OhioStreetBeach201406080300
Calumet Beach,06/08/2014 04:00:00 AM,19.9,2.01,1.541,0.265,4,11.3,06/08/2014 4:00 AM,CalumetBeach201406080400
Montrose Beach,06/08/2014 04:00:00 AM,16.1,2.51,1.433,0.394,4,11.4,06/08/2014 4:00 AM,MontroseBeach201406080400
Ohio Street Beach,06/08/2014 04:00:00 AM,16.9,3.63,1.542,0.293,4,12,06/08/2014 4:00 AM,OhioStreetBeach201406080400
Calumet Beach,06/08/2014 05:00:00 AM,19.9,3.48,1.501,0.238,4,11.3,06/08/2014 5:00 AM,CalumetBeach201406080500
Montrose Beach,06/08/2014 05:00:00 AM,16.4,5.2,1.486,0.472,4,11.4,06/08/2014 5:00 AM,MontroseBeach201406080500
Ohio Street Beach,06/08/2014 05:00:00 AM,16.5,4.59,1.585,0.331,4,12,06/08/2014 5:00 AM,OhioStreetBeach201406080500
Calumet Beach,06/08/2014 06:00:00 AM,19.4,3.11,1.509,0.237,5,11.3,06/08/2014 6:00 AM,CalumetBeach201406080600
Montrose Beach,06/08/2014 06:00:00 AM,16.3,8.19,1.554,0.45,5,11.4,06/08/2014 6:00 AM,MontroseBeach201406080600
Ohio Street Beach,06/08/2014 06:00:00 AM,16.6,6.32,1.62,0.319,4,12,06/08/2014 6:00 AM,OhioStreetBeach201406080600
Calumet Beach,06/08/2014 07:00:00 AM,19.3,2.52,1.504,0.241,5,11.3,06/08/2014 7:00 AM,CalumetBeach201406080700
Montrose Beach,06/08/2014 07:00:00 AM,16.2,10.43,1.591,0.473,6,11.4,06/08/2014 7:00 AM,MontroseBeach201406080700
Ohio Street Beach,06/08/2014 07:00:00 AM,16.5,6.76,1.643,0.355,5,12,06/08/2014 7:00 AM,OhioStreetBeach201406080700
Calumet Beach,06/08/2014 08:00:00 AM,19.2,2.75,1.548,0.246,4,11.3,06/08/2014 8:00 AM,CalumetBeach201406080800
Montrose Beach,06/08/2014 08:00:00 AM,16.2,12.28,1.625,0.479,5,11.4,06/08/2014 8:00 AM,MontroseBeach201406080800
Ohio Street Beach,06/08/2014 08:00:00 AM,16.1,6.87,1.65,0.32,5,12,06/08/2014 8:00 AM,OhioStreetBeach201406080800
Calumet Beach,06/08/2014 11:00:00 AM,19.2,2.66,1.527,0.241,6,11.3,06/08/2014 11:00 AM,CalumetBeach201406081100
Calumet Beach,06/08/2014 09:00:00 AM,19.2,2.81,1.53,0.25,6,11.3,06/08/2014 9:00 AM,CalumetBeach201406080900
Montrose Beach,06/08/2014 09:00:00 AM,16.1,13.13,1.62,0.473,5,11.4,06/08/2014 9:00 AM,MontroseBeach201406080900
Ohio Street Beach,06/08/2014 09:00:00 AM,16,6.34,1.66,0.357,5,12,06/08/2014 9:00 AM,OhioStreetBeach201406080900
Calumet Beach,06/08/2014 11:00:00 PM,19.2,2.45,1.503,0.202,4,11.2,06/08/2014 11:00 PM,CalumetBeach201406082300
Montrose Beach,06/08/2014 11:00:00 PM,15.5,24.11,1.663,0.391,5,11.4,06/08/2014 11:00 PM,MontroseBeach201406082300
Ohio Street Beach,06/08/2014 11:00:00 PM,16.2,6.73,1.707,0.249,4,11.9,06/08/2014 11:00 PM,OhioStreetBeach201406082300
Calumet Beach,06/09/2014 12:00:00 AM,19,3.16,1.516,0.182,4,11.2,06/09/2014 12:00 AM,CalumetBeach201406092400
Montrose Beach,06/09/2014 12:00:00 AM,15.2,22.93,1.662,0.389,5,11.4,06/09/2014 12:00 AM,MontroseBeach201406092400
Ohio Street Beach,06/09/2014 12:00:00 AM,16.1,7.58,1.745,0.239,5,11.9,06/09/2014 12:00 AM,OhioStreetBeach201406092400
Calumet Beach,06/08/2014 10:00:00 AM,19.2,2.9,1.544,0.244,5,11,06/08/2014 10:00 AM,CalumetBeach201406081000
Montrose Beach,06/08/2014 10:00:00 AM,16.3,14.5,1.62,0.462,6,11.4,06/08/2014 10:00 AM,MontroseBeach201406081000
